Image,x0,y0,x1,y1
04066a98e.jpg,7.0,147.0,1027.0,480.0
0407436a4.jpg,2.0,19.0,1023.0,342.0
04094ac0b.jpg,394.0,329.0,657.0,406.0
0409c48d7.jpg,11.0,17.0,487.0,259.0
040ce705a.jpg,13.0,140.0,987.0,576.0
040d790e5.jpg,28.0,22.0,1038.0,318.0
040da527c.jpg,154.0,284.0,954.0,471.0
04153ce6d.jpg,15.0,69.0,1022.0,473.0
0415a291e.jpg,2.0,3.0,1026.0,337.0
041724be8.jpg,108.0,136.0,944.0,388.0
041c117be.jpg,25.0,88.0,745.0,357.0
041e3d502.jpg,40.0,56.0,455.0,241.0
042870651.jpg,38.0,137.0,845.0,293.0
042a3d0b3.jpg,296.0,245.0,677.0,357.0
042c4e1a4.jpg,18.0,258.0,1010.0,589.0
042caa5be.jpg,90.0,185.0,940.0,412.0
043029c07.jpg,33.0,220.0,1015.0,527.0
0434082ad.jpg,62.0,119.0,881.0,396.0
0434a290d.jpg,9.0,7.0,1032.0,253.0
0435d5d4b.jpg,43.0,22.0,1021.0,335.0
043a20d25.jpg,47.0,99.0,1021.0,354.0
043b78dc6.jpg,44.0,164.0,1025.0,354.0
04448a8ce.jpg,88.0,172.0,943.0,482.0
044b2a2ae.jpg,312.0,243.0,766.0,389.0
044df2889.jpg,4.0,0.0,615.0,194.0
04505f712.jpg,32.0,33.0,973.0,504.0
04515138c.jpg,87.0,115.0,811.0,512.0
0455267bb.jpg,84.0,99.0,897.0,287.0
045793afd.jpg,15.0,50.0,1050.0,427.0
04585916b.jpg,106.0,15.0,2504.0,345.0
0458c300b.jpg,187.0,263.0,716.0,550.0
0459eab3f.jpg,45.0,235.0,1560.0,463.0
045bbb167.jpg,26.0,142.0,1018.0,482.0
045cd8ae8.jpg,40.0,172.0,993.0,351.0
045cef3d0.jpg,0.0,61.0,868.0,466.0
045db6357.jpg,6.0,158.0,1013.0,447.0
04622e32d.jpg,15.0,98.0,689.0,294.0
046332912.jpg,368.0,313.0,684.0,414.0
04638e01d.jpg,21.0,8.0,1042.0,213.0
04653d8fc.jpg,21.0,14.0,1045.0,351.0
0469731bc.jpg,0.0,79.0,1042.0,396.0
046e37901.jpg,62.0,260.0,964.0,483.0
04708836a.jpg,52.0,181.0,1024.0,491.0
047604b6c.jpg,3.0,134.0,1023.0,338.0
04761acfb.jpg,9.0,5.0,1031.0,289.0
0477794ee.jpg,12.0,16.0,236.0,117.0
047c24ea6.jpg,1.0,0.0,1038.0,232.0
047ca0d72.jpg,43.0,55.0,893.0,241.0
047f23339.jpg,37.0,217.0,996.0,529.0
047f3949c.jpg,35.0,225.0,1005.0,635.0
04822fc4b.jpg,15.0,146.0,673.0,308.0
048243c9a.jpg,15.0,8.0,1024.0,520.0
0483452b5.jpg,0.0,10.0,1038.0,361.0
0485d51aa.jpg,232.0,26.0,803.0,584.0
048606a80.jpg,0.0,265.0,1039.0,555.0
0486d64df.jpg,0.0,17.0,458.0,179.0
048762f18.jpg,136.0,170.0,804.0,462.0
048803f5b.jpg,42.0,65.0,714.0,273.0
0489c432d.jpg,84.0,159.0,923.0,405.0
048ab10a5.jpg,0.0,183.0,1026.0,385.0
048bbca71.jpg,288.0,58.0,776.0,308.0
048d0c59a.jpg,19.0,128.0,700.0,337.0
04900b886.jpg,0.0,3.0,1031.0,510.0
04901bb01.jpg,3.0,179.0,995.0,394.0
049202dd2.jpg,20.0,4.0,1050.0,420.0
04931bb7a.jpg,152.0,317.0,743.0,476.0
0493ff477.jpg,9.0,116.0,731.0,342.0
04966287f.jpg,54.0,216.0,983.0,494.0
049790c4a.jpg,4.0,157.0,1037.0,428.0
0499ebf05.jpg,0.0,152.0,1050.0,372.0
049bcf04f.jpg,3.0,0.0,1043.0,372.0
049be1586.jpg,26.0,27.0,1017.0,187.0
049c26660.jpg,150.0,46.0,923.0,479.0
049c91eea.jpg,9.0,75.0,865.0,257.0
049fa60f6.jpg,20.0,68.0,831.0,289.0
04a189b7f.jpg,13.0,194.0,1007.0,566.0
04a20260c.jpg,35.0,66.0,800.0,313.0
04a21e189.jpg,44.0,225.0,976.0,488.0
04a2d7b74.jpg,42.0,47.0,1009.0,326.0
04a3745a0.jpg,31.0,5.0,1046.0,172.0
04a49dade.jpg,11.0,181.0,779.0,345.0
04a74df45.jpg,14.0,31.0,1034.0,506.0
04a973240.jpg,17.0,0.0,1050.0,376.0
04ab8f618.jpg,0.0,0.0,363.0,141.0
04adf88e9.jpg,14.0,86.0,974.0,322.0
04ae2380d.jpg,28.0,86.0,1012.0,525.0
04af29309.jpg,31.0,97.0,989.0,350.0
04b3ac13b.jpg,3.0,292.0,1007.0,554.0
04b5a2d33.jpg,11.0,71.0,1015.0,345.0
04b97cc6f.jpg,0.0,8.0,1026.0,401.0
04ba76e7a.jpg,11.0,0.0,584.0,244.0
04bae2db7.jpg,0.0,1.0,484.0,294.0
04c193d2d.jpg,4.0,43.0,1037.0,364.0
04c254622.jpg,109.0,244.0,931.0,439.0
04c72257b.jpg,20.0,3.0,1049.0,288.0
04cb9134a.jpg,32.0,76.0,972.0,346.0
04cb9fe4e.jpg,5.0,172.0,1036.0,436.0
04cbf7ba9.jpg,41.0,162.0,981.0,442.0
04ccad4df.jpg,261.0,261.0,757.0,391.0
04ccea35b.jpg,34.0,120.0,583.0,319.0
04d275a05.jpg,17.0,16.0,1034.0,395.0
04d459352.jpg,32.0,28.0,1013.0,355.0
04db9c5d8.jpg,94.0,131.0,639.0,377.0
04e1e4c3a.jpg,87.0,224.0,902.0,382.0
04e3e0baa.jpg,26.0,81.0,693.0,291.0
04e4265ce.jpg,209.0,132.0,926.0,318.0
04e8520b6.jpg,11.0,9.0,554.0,212.0
04e99f9d1.jpg,315.0,333.0,788.0,481.0
04eb3829e.jpg,16.0,4.0,1048.0,331.0
04eb43378.jpg,122.0,119.0,970.0,502.0
04eec03fa.jpg,33.0,150.0,967.0,461.0
04ef6e1d6.jpg,197.0,223.0,916.0,540.0
04f4a94e0.jpg,13.0,72.0,1014.0,309.0
